producto,precioFinal,fechaPublicacion
Asfalto AC-10,0.0,2023-08-09
Diésel pesado o gasóleo,0.0,2023-08-09
Emulsión asfáltica rápida (RR),0.0,2023-08-09
Emulsión asfáltica lenta (RL),0.0,2023-08-09
LPG (70-30),217.0,2023-08-09
LPG (rico en propano),380.0,2023-08-09
Av-Gas,1015.0,2023-08-09
Jet fuel A-1,581.0,2023-08-09
Nafta pesada,0.0,2023-08-09
Gasolina RON 95,720.0,2023-07-03
Gasolina RON 91,703.0,2023-07-03
Gasolina RON 91 (pescadores),0.0,2023-07-03
Diésel para uso automotriz de 50 ppm de azufre,574.0,2023-07-03
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-07-03
Diésel marino,0.0,2023-07-03
Keroseno,526.0,2023-07-03
Bunker,0.0,2023-07-03
Bunker Térmico ICE,0.0,2023-07-03
Bunker Térmico ICE 2,0.0,2023-07-03
IFO 380,0.0,2023-07-03
Asfalto,0.0,2023-07-03
Asfalto AC-10,0.0,2023-07-03
Diésel pesado o gasóleo,0.0,2023-07-03
Emulsión asfáltica rápida (RR),0.0,2023-07-03
Emulsión asfáltica lenta (RL),0.0,2023-07-03
LPG (70-30),229.0,2023-07-03
LPG (rico en propano),380.0,2023-07-03
Av-Gas,1020.0,2023-07-03
Jet fuel A-1,555.0,2023-07-03
Nafta pesada,0.0,2023-07-03
LPG (70-30),258.0,2023-06-06
LPG (rico en propano),381.0,2023-06-06
Gasolina RON 95,759.0,2023-06-06
Gasolina RON 91,709.0,2023-06-06
Gasolina RON 91 (pescadores),0.0,2023-06-06
Diésel para uso automotriz de 50 ppm de azufre,583.0,2023-06-06
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-06-06
Diésel marino,0.0,2023-06-06
Keroseno,541.0,2023-06-06
Bunker,0.0,2023-06-06
Bunker Térmico ICE,0.0,2023-06-06
Bunker Térmico ICE 2,0.0,2023-06-06
IFO 380,0.0,2023-06-06
Asfalto,0.0,2023-06-06
Asfalto AC-10,0.0,2023-06-06
Diésel pesado o gasóleo,0.0,2023-06-06
Emulsión asfáltica rápida (RR),0.0,2023-06-06
Emulsión asfáltica lenta (RL),0.0,2023-06-06
LPG (70-30),257.0,2023-06-06
LPG (rico en propano),380.0,2023-06-06
Av-Gas,1080.0,2023-06-06
Jet fuel A-1,571.0,2023-06-06
Nafta pesada,0.0,2023-06-06
Gasolina RON 95,737.0,2023-05-12
Gasolina RON 91,708.0,2023-05-12
Gasolina RON 91 (pescadores),0.0,2023-05-12
Diésel para uso automotriz de 50 ppm de azufre,636.0,2023-05-12
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-05-12
Diésel marino,0.0,2023-05-12
Keroseno,589.0,2023-05-12
Bunker,0.0,2023-05-12
Bunker Térmico ICE,0.0,2023-05-12
Bunker Térmico ICE 2,0.0,2023-05-12
IFO 380,0.0,2023-05-12
Asfalto,0.0,2023-05-12
Asfalto AC-10,0.0,2023-05-12
Diésel pesado o gasóleo,0.0,2023-05-12
Emulsión asfáltica rápida (RR),0.0,2023-05-12
Emulsión asfáltica lenta (RL),0.0,2023-05-12
LPG (70-30),255.0,2023-05-12
LPG (rico en propano),380.0,2023-05-12
Av-Gas,1089.0,2023-05-12
Jet fuel A-1,624.0,2023-05-12
Nafta pesada,0.0,2023-05-12
Gasolina RON 95,737.0,2023-05-11
Gasolina RON 91,708.0,2023-05-11
Gasolina RON 91 (pescadores),0.0,2023-05-11
Diésel para uso automotriz de 50 ppm de azufre,636.0,2023-05-11
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-05-11
Diésel marino,0.0,2023-05-11
Keroseno,589.0,2023-05-11
Bunker,0.0,2023-05-11
Bunker Térmico ICE,0.0,2023-05-11
Bunker Térmico ICE 2,0.0,2023-05-11
IFO 380,0.0,2023-05-11
Asfalto,0.0,2023-05-11
Asfalto AC-10,0.0,2023-05-11
Diésel pesado o gasóleo,0.0,2023-05-11
Emulsión asfáltica rápida (RR),0.0,2023-05-11
Emulsión asfáltica lenta (RL),0.0,2023-05-11
LPG (70-30),255.0,2023-05-11
LPG (rico en propano),380.0,2023-05-11
Av-Gas,1089.0,2023-05-11
Jet fuel A-1,624.0,2023-05-11
Nafta pesada,0.0,2023-05-11
Gasolina RON 95,740.0,2023-05-09
Gasolina RON 91,710.0,2023-05-09
Gasolina RON 91 (pescadores),0.0,2023-05-09
Diésel para uso automotriz de 50 ppm de azufre,637.0,2023-05-09
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-05-09
Diésel marino,0.0,2023-05-09
Keroseno,590.0,2023-05-09
Bunker,0.0,2023-05-09
Bunker Térmico ICE,0.0,2023-05-09
Bunker Térmico ICE 2,0.0,2023-05-09
IFO 380,0.0,2023-05-09
Asfalto,0.0,2023-05-09
Asfalto AC-10,0.0,2023-05-09
Diésel pesado o gasóleo,0.0,2023-05-09
Emulsión asfáltica rápida (RR),0.0,2023-05-09
Emulsión asfáltica lenta (RL),0.0,2023-05-09
LPG (70-30),255.0,2023-05-09
LPG (rico en propano),380.0,2023-05-09
Av-Gas,1092.0,2023-05-09
Jet fuel A-1,626.0,2023-05-09
Nafta pesada,0.0,2023-05-09
Gasolina RON 95,748.0,2023-03-31
Gasolina RON 91,675.0,2023-03-31
Gasolina RON 91 (pescadores),0.0,2023-03-31
Diésel para uso automotriz de 50 ppm de azufre,634.0,2023-03-31
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-03-31
Diésel marino,0.0,2023-03-31
Keroseno,623.0,2023-03-31
Bunker,0.0,2023-03-31
Bunker Térmico ICE,0.0,2023-03-31
Bunker Térmico ICE 2,0.0,2023-03-31
IFO 380,0.0,2023-03-31
Asfalto,0.0,2023-03-31
Asfalto AC-10,0.0,2023-03-31
Diésel pesado o gasóleo,0.0,2023-03-31
Emulsión asfáltica rápida (RR),0.0,2023-03-31
Emulsión asfáltica lenta (RL),0.0,2023-03-31
LPG (70-30),281.0,2023-03-31
LPG (rico en propano),380.0,2023-03-31
Av-Gas,1002.0,2023-03-31
Jet fuel A-1,657.0,2023-03-31
Nafta pesada,0.0,2023-03-31
Gasolina RON 95,761.0,2023-03-27
Gasolina RON 91,740.0,2023-03-27
Gasolina RON 91 (pescadores),0.0,2023-03-27
Diésel para uso automotriz de 50 ppm de azufre,701.0,2023-03-27
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-03-27
Diésel marino,0.0,2023-03-27
Keroseno,692.0,2023-03-27
Bunker,0.0,2023-03-27
Bunker Térmico ICE,0.0,2023-03-27
Bunker Térmico ICE 2,0.0,2023-03-27
IFO 380,0.0,2023-03-27
Asfalto,0.0,2023-03-27
Asfalto AC-10,0.0,2023-03-27
Diésel pesado o gasóleo,0.0,2023-03-27
Emulsión asfáltica rápida (RR),0.0,2023-03-27
Emulsión asfáltica lenta (RL),0.0,2023-03-27
LPG (70-30),289.0,2023-03-27
LPG (rico en propano),380.0,2023-03-27
Av-Gas,970.0,2023-03-27
Jet fuel A-1,703.0,2023-03-27
Nafta pesada,0.0,2023-03-27
Gasolina RON 95,761.0,2023-03-24
Gasolina RON 91,740.0,2023-03-24
Gasolina RON 91 (pescadores),0.0,2023-03-24
Diésel para uso automotriz de 50 ppm de azufre,701.0,2023-03-24
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-03-24
Diésel marino,0.0,2023-03-24
Keroseno,692.0,2023-03-24
Bunker,0.0,2023-03-24
Bunker Térmico ICE,0.0,2023-03-24
Bunker Térmico ICE 2,0.0,2023-03-24
IFO 380,0.0,2023-03-24
Asfalto,0.0,2023-03-24
Asfalto AC-10,0.0,2023-03-24
Diésel pesado o gasóleo,0.0,2023-03-24
Emulsión asfáltica rápida (RR),0.0,2023-03-24
Emulsión asfáltica lenta (RL),0.0,2023-03-24
LPG (70-30),289.0,2023-03-24
LPG (rico en propano),380.0,2023-03-24
Av-Gas,970.0,2023-03-24
Jet fuel A-1,703.0,2023-03-24
Nafta pesada,0.0,2023-03-24
Gasolina RON 95,777.0,2023-03-08
Gasolina RON 91,756.0,2023-03-08
Gasolina RON 91 (pescadores),0.0,2023-03-08
Diésel para uso automotriz de 50 ppm de azufre,717.0,2023-03-08
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-03-08
Diésel marino,0.0,2023-03-08
Keroseno,708.0,2023-03-08
Bunker,0.0,2023-03-08
Bunker Térmico ICE,0.0,2023-03-08
Bunker Térmico ICE 2,0.0,2023-03-08
IFO 380,0.0,2023-03-08
Asfalto,0.0,2023-03-08
Asfalto AC-10,0.0,2023-03-08
Diésel pesado o gasóleo,0.0,2023-03-08
Emulsión asfáltica rápida (RR),0.0,2023-03-08
Emulsión asfáltica lenta (RL),0.0,2023-03-08
LPG (70-30),289.0,2023-03-08
LPG (rico en propano),380.0,2023-03-08
Av-Gas,987.0,2023-03-08
Jet fuel A-1,717.0,2023-03-08
Nafta pesada,0.0,2023-03-08
Gasolina RON 95,729.0,2023-02-14
Gasolina RON 91,670.0,2023-02-14
Gasolina RON 91 (pescadores),0.0,2023-02-14
Diésel para uso automotriz de 50 ppm de azufre,747.0,2023-02-14
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-02-14
Diésel marino,0.0,2023-02-14
Keroseno,724.0,2023-02-14
Bunker,0.0,2023-02-14
Bunker Térmico ICE,0.0,2023-02-14
Bunker Térmico ICE 2,0.0,2023-02-14
IFO 380,0.0,2023-02-14
Asfalto,0.0,2023-02-14
Asfalto AC-10,0.0,2023-02-14
Diésel pesado o gasóleo,0.0,2023-02-14
Emulsión asfáltica rápida (RR),0.0,2023-02-14
Emulsión asfáltica lenta (RL),0.0,2023-02-14
LPG (70-30),263.0,2023-02-14
LPG (rico en propano),380.0,2023-02-14
Av-Gas,990.0,2023-02-14
Jet fuel A-1,730.0,2023-02-14
Nafta pesada,0.0,2023-02-14
Gasolina RON 95,731.0,2023-02-03
Gasolina RON 91,671.0,2023-02-03
Gasolina RON 91 (pescadores),0.0,2023-02-03
Diésel para uso automotriz de 50 ppm de azufre,748.0,2023-02-03
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-02-03
Diésel marino,0.0,2023-02-03
Keroseno,725.0,2023-02-03
Bunker,0.0,2023-02-03
Bunker Térmico ICE,0.0,2023-02-03
Bunker Térmico ICE 2,0.0,2023-02-03
IFO 380,0.0,2023-02-03
Asfalto,0.0,2023-02-03
Asfalto AC-10,0.0,2023-02-03
Diésel pesado o gasóleo,0.0,2023-02-03
Emulsión asfáltica rápida (RR),0.0,2023-02-03
Emulsión asfáltica lenta (RL),0.0,2023-02-03
LPG (70-30),263.0,2023-02-03
LPG (rico en propano),380.0,2023-02-03
Av-Gas,991.0,2023-02-03
Jet fuel A-1,731.0,2023-02-03
Nafta pesada,0.0,2023-02-03
Gasolina RON 95,748.0,2023-01-16
Gasolina RON 91,786.0,2023-01-16
Gasolina RON 91 (pescadores),0.0,2023-01-16
Diésel para uso automotriz de 50 ppm de azufre,750.0,2023-01-16
Diésel uso automotriz 50 ppm azufre (pescadores),0.0,2023-01-16
Diésel marino,0.0,2023-01-16
Keroseno,688.0,2023-01-16
Bunker,0.0,2023-01-16
Bunker Térmico ICE,0.0,2023-01-16
Bunker Térmico ICE 2,0.0,2023-01-16
IFO 380,0.0,2023-01-16
Asfalto,0.0,2023-01-16
Asfalto AC-10,0.0,2023-01-16
Diésel pesado o gasóleo,0.0,2023-01-16
Emulsión asfáltica rápida (RR),0.0,2023-01-16
Emulsión asfáltica lenta (RL),0.0,2023-01-16
